0.1,0.035020915539521025,2.0136138501336553E-4,5.241630174346312E-8,7.002505489933641E-4,0.0639092419294438,
0.1111111111111111,0.03891852239118421,2.54651030885511E-4,8.194511547099381E-8,8.642881970973848E-4,0.046998126129910056,
0.125,0.043795634561639374,3.319026967764094E-4,1.3537575194177975E-7,0.0010934780262950028,0.050303520321001605,
0.14285714285714285,0.05007636190466991,4.4970342815098263E-4,2.3998024534233053E-7,0.0014274801215381494,0.10001933320844636,
0.16666666666666666,0.05847255470157775,6.4163627638536E-4,4.6715775392502934E-7,0.0019414167750334554,0.07165102422974157,
0.2,0.07027990736577439,9.839095128109099E-4,1.034463761651061E-6,0.0027919631834930625,0.08337151404519416,
0.25,0.08813955864265588,0.0016792552318647402,2.769318854456415E-6,0.0043518978372177886,0.03433846508265892,
0.3333333333333333,0.11844267285798016,0.003412346768119412,1.0061590733467796E-5,0.00769645357936688,0.2083584169989805,
0.5,0.18207639916123575,0.009652781173246971,6.468889977551129E-5,0.017062453433383196,0.15736366855267975,
1.0,0.4273263991612357,0.06317360083876433,0.001761221657594847,0.06317360083876433,0.7457008787137054,
